,title,writer,date,views,likes
0,아이템 삽니다 (완),특똥별,1시간 전,23,0
1,돈다발 레시피 팝니다,박슥가,4시간 전,20,0
2,아이템 구해요,호로롱,6시간 전,32,1
3,모든 주민 액자 팝니다,당근이 먹고싶다,17시간 전,109,0
4,레시피 삽니다.,시니해류,19시간 전,39,0
5,빛이끼 팝니다 덩쿨이랑 같이(거래 완료)👍,Yunjii,20시간 전,49,1
6,창호지 문 벽구합니다,똔니,22시간 전,43,0
7,목제 3세트 사봅니다 (거래완),똔니,22시간 전,25,0
8,모니카 액자 15마일에 팔아요,상추,23시간 전,19,0
9,목제 오르골 레시피 구합니다,너굴은 8000시간 동린이,23시간 전,30,0
10,펜스 구함니다(끝),안녕내이름은,23시간 전,45,0
11,"산리오 헬로키티 가구,옷 팔아요",나짱,03.10,46,1
12,돈ㄷr발 레시피 구합미다.,안녕내이름은,03.10,73,5
13,중세의 거리 구합ㄴ니다.. (구했습니다!!!!!),동숲열심히하고싶어,03.10,73,5
14,리셋하지마세요..,나는 사실 만렙 2349,03.09,155,1
15,고양이 액자 구매합니다!,냐미ㅋ,03.09,60,1
16,거거 구합니다!,애플이광팬,03.09,64,1
17,50떡밥 마일티켓 8개에 팔아욥!!,주러기,03.09,36,0
18,빛이끼 사실분,서찡구,03.09,37,0
19,돈다발 레시피 구해요,두기,03.09,99,6
20,포스터 팝니다.,동숲하는 애,03.09,42,1
21,산리오 아이템 팝니다,서찡구,03.09,73,4
22,레시피 배우고 가세용,부지런한 만렙135,03.08,88,0
23,"산, 돌로만든 사자상(레시피)있으신분!!",도오오옹숲,03.08,84,0
24,서부의 거리 10개 구합니다(완),fiora,03.08,65,1
25,철광석 나뭇가지(거래완),똔니,03.08,59,3
26,사진속 아이템 구해요(거래완),똔니,03.08,77,1
27,목제 필드 간판 레시피 구해용,핑팽푱,03.08,46,1
28,글루민 액자 팝니다,사람이에여,03.07,49,7
29,가랑비가 내리는 벽 팔아요,애플애플,03.07,52,1
30,벼룩 있는 섬 찾아요!!(끝),이루어보자,03.07,64,1
31,액자 삽니다.,페니실린을 이겼어,03.07,50,2
32,레시피 구합니다.,시니해류,03.06,86,4
33,스트로 액자,티티 t t,03.06,45,2
34,사진속 템들 삽니다 컬러상관 없어용,똔니,03.06,89,1
35,(완료)산리오 세트 20마일에 팔아요,모비딕,03.06,162,4
36,떡밥 100개 마일티켓 15개에 팝니다.,쑤마일,03.06,37,0
37,사진속 아이템 구합니다 컬러 상관 없습니다(거래완),똔니,03.06,85,1
38,산 구합니다! 파실 분만 댓글 달아주세여,도오오옹숲,03.05,108,9
39,검은장미나눔!!,민경,03.05,61,2
40,과일 구합니다 (완),금손 휴먼 3399,03.05,114,1
41,"과일 구합니다(배,복숭아) 완",꾸꾸있섬,03.05,88,0
42,가구나눔합니다(완),fiora,03.05,59,0
43,과일 구합니다.,해피동숲,03.05,73,1
44,사진속 템삽니다~ 컬러 상관 없어요(거래완),똔니,03.05,104,1
45,철광석 삽니다 (거래완),똔니,03.05,47,1
46,"케로케로피 다리, 복도의자 파실 분 있나요..🥺",도오오옹숲,03.04,117,1
47,가구 잡화 만지작 가능한 섬 있을까요!,천상의 고인물 4626,03.04,71,0
48,액자 팝니다.,구고마치킨,03.03,65,0
49,주민 액자 구매합니다,냐미ㅋ,03.03,76,3
50,크리스틴 액자 삽니다,뚜앙이네,03.03,38,2
51,마일팔아요,동숲하는 애,03.03,114,0
52,포장 과일 (오렌지) 팝니다,노동 동린이,03.03,35,0
53,돈다발 레시피 팝니다,노동 동린이,03.03,53,0
54,펜스…,율s,03.03,42,1
55,저 좀 도와 주세요!,쿠키1358,03.02,96,0
56,떱밥여러개나눔 해주실분,천하통일 고인물 6811,03.02,47,0
57,(완)조개램프 레시피 삽니다 프라탑오십개님 사랑해요,왓챠웃34,03.02,59,4
58,떡밥 팝니다,새글글,03.02,45,0
59,덩으로 마일 사요!,부지런한 만렙135,03.02,45,2
60,액자 구매합니다!,냐미ㅋ,03.01,49,1
61,주민액자 팝니다,부지런한 만렙135,03.01,44,0
62,대나무 관련 레시피 팝니다,왓챠웃34,03.01,39,0
63,(완료)액자 팝니다.,페니실린을 이겼어,03.01,106,0
64,조개램프 레시피 삽니다,왓챠웃34,03.01,37,0
65,떡밥 200개 25마일에 팔아요 ! [완],구고마피자,03.01,55,1
66,검은장미 삽니다,주린 주린의섬,03.01,90,0
67,레시피배우러오실분?(완),fiora,03.01,57,0
68,떡밥 100개 15마일 (완),나짱,02.29,78,7
69,완)금물뿌리개 삽니다,주린 주린의섬,02.29,62,0
70,금 물뿌리개 레시피 삽니다,주린 주린의섬,02.29,42,0
71,주민 액자구매합니다🙂,냐미ㅋ,02.29,78,2
72,떡밥 100개 20마일에 사요,맛있는김치,02.29,75,0
73,떡밥 150개 22마일에 팔아요 (완),채이,02.29,62,1
74,"조개램프 레시피, 위대한조각 삽니다",왓챠웃34,02.29,27,0
75,"과일 교환원합니다(배,오렌지보유)",침착한 미니언 5015144,02.29,59,0
76,떡밥 100개 15마일에 팔아요,다롱이,02.29,99,3
77,돈다발 레시피 30마일에 사요 (완),신화속 요괴 7072,02.28,102,6
78,타이어 구해요!,세계 최강 입문자 1772,02.28,53,1
79,사과구합니다 !!! (완),앙팡맨000,02.28,57,1
80,떡밥 100개 15마일에 팔아요 (완),신화속 요괴 7072,02.28,58,0
81,섬꾸 물건 구입 아니면 카탈로그원해요,주린 주린의섬,02.28,74,0
82,오렌지 구합니다 !,럭키가이 쪼렙 8612,02.28,81,1
83,머메이드 가구 팔아여,부지런한 만렙135,02.28,36,1
84,돈다발 레시피 삽니다! ( ｡ﾟДﾟ｡) -완료-,달디단밤양갱,02.28,80,0
85,배 체리 구합니다 (완),앙팡맨000,02.28,83,0
86,카탈로그에 등록된 가구 주문해드려요,쿠루미루쿠,02.28,55,3
87,가랑비가 내리는 벽 사요,라일라일라이리,02.28,46,0
88,덩으로 마일삽니다~~~ (완),앙팡맨000,02.27,84,6
89,돈다발 레시피 삽니다(완료),달디단밤양갱,02.27,63,1
90,배(과일) 1마일 구해요.,시니해류,02.27,57,0
91,액자 팝니다,구고마치킨,02.27,77,2
92,천장고정선반 레시피 1마일에 사영,릿처드,02.27,26,1
93,쌓인 책 레시피 1마일에 사요,릿처드,02.27,22,0
94,별시계 레시피 1마일에 사여,릿처드,02.27,23,0
95,가랑비가 내리는 벽 1마일에 사요,릿처드,02.27,33,0
96,떡밥사요 (완,마먕이트,02.27,78,0
97,초록낙엽 레시피 30마일에 구해봅니다.,폭주하는 동생 7065,02.27,34,0
98,오렌지 배 체리 구합니다!,웃고있는 멍뭉이 1140290,02.27,61,0
99,레시피 200여개 팔아요,왓챠웃34,02.27,77,1
100,"떡밥 팔아요 33개 3마일,,",도오오옹숲,02.27,63,1
101,떡밥 150개 24마일,밍수수,02.27,96,0
102,조개램프 레시피 삽니다,왓챠웃34,02.27,73,0
103,"신비한 벽, 바닥 삽니다 (완)",라일라일라이리,02.27,92,0
104,레시피 팔아요! 각 1마일,도오오옹숲,02.27,46,0
105,떡밥 100개 20마일,l닭가슴살l,02.27,43,0
106,덩으로 마일 살게요 (완),앙팡맨000,02.26,150,0
107,타이어3개!,(알 수 없음),02.26,56,0
108,떡밥 100개 20마일로 팝니다ㅠㅠ (거래완료),어푸,02.26,65,0
109,"마일, 돈 나눔 해주실 천사분!",KiKi,02.26,79,0
110,소박한 목제 간판 완제품4개 or 레시피 삽니다,도오오옹숲,02.26,51,0
111,타이어 삽니다,이루어보자,02.26,52,1
112,"달체어,별조명 레시피나 완제품 구해요!(완)",루비조아,02.26,56,1
113,돈다발 레시피 삽니다.(완료),쪼꼬베리,02.26,57,0
114,타이어 삽니다!,이루어보자,02.26,28,0
115,소박한 목제 간판 레시피 1마일에 구합니당!,럭키가이 도적 6097,02.26,38,0
116,(구함) 다육식물 1마일에 사요,릿처드,02.26,52,0
117,(구함) 판초코트 교환/1마일에구매,릿처드,02.26,45,0
118,위대한 조각 삽니다 제 발 요~!~!,도오오옹숲,02.26,36,2
119,떡밥 삽니다,똘똘이,02.26,56,0
120,"중세의 거리, 서부의 거리 만지작 구해요 🥲",B03,02.26,89,2
121,제섬 에서 도박하실분?,홍홍홍,02.25,106,0
122,과일 교환 원해요,빵심맘,02.25,61,0
123,진주 & 금광석 팔아요,홍홍홍,02.25,66,0
124,희귀버섯 팔아요!!,홍홍홍,02.25,29,0
125,돈다발레시피 팝니다~ 1개 35마일 2개 65마일,돈다발,02.25,86,1
126,"우쿨렐레, 목제 오픈 쉘프 레시피 구합니다",조개 침대,02.25,33,2
127,떡밥 300개 팔아요,학살중인 군주 9060,02.25,27,0
128,조개램프 레시피 or 완제품 구매 원해용,왓챠웃34,02.25,29,0
129,금장미 하이브리드 빨간장미(파란장미나오는) 파란장미 거래함미다~,워터플래그,02.25,42,2
130,철광석 2개면 되는데..,동린이임다,02.25,65,1
131,벨사여,전설의 사령관 9491,02.25,55,0
132,궁전벽지 구합니다.,전국제패 겜돌이 8472,02.25,31,1
133,유럽풍 가구 구해요!,꾸꾸누나,02.24,49,4
134,금장미 모종 팔아용,왓챠웃34,02.24,107,0
135,초록낙엽레시피 50마일에 구합니당,냐미ㅋ,02.24,49,0
136,"별의 조각, 커다란 별의 조각 구합니다~",짱구야옷입어,02.24,77,0
137,덩으로 마일 살게요(완),도오오옹숲,02.24,190,0
138,위대한조각 삽니다,왓챠웃34,02.24,38,0
139,가구 나눔[예약완료],fiora,02.24,103,2
140,제발 거거 낱개로 한개만 파실분 있나요 ㅠㅠㅠ 가구 만들어야하는데 제발 ㄷ도와주세요,가로니,02.24,84,0
141,"2호,재스민,돈후상 무분해여!",사람이에여,02.24,36,0
142,진주 삽니다!,애플이광팬,02.24,65,0
143,(판완) 리처드 액자 10마일에 팔아요,릿처드,02.23,42,1
144,인기주민 액자 팔아용,럭키가이 모험가 552,02.23,125,1
145,떡밥 팔아요 300개 있어요,쪼꼬베리,02.23,58,0
146,산리오 템 구,어쩔 모롱,02.23,64,0
147,파란장미 나눔,동숲하는 리키,02.23,114,0
148,우쿨렐레 레시피 구합니다ㅠ,조개 침대,02.23,38,3
149,포장과일 구합니다!,조개 침대,02.22,70,0
150,은방울모종 삽니다,꽃린,02.22,57,0
151,유럽풍 가구. 구합니다,꽃린,02.22,38,0
152,만지작 구합니다!! 🚗 [완],d룰루랄라b,02.22,100,0
153,떡밥 300개 50마일에 팔아요,쪼꼬베리,02.22,39,0
154,"쭈니,스피카,애플 액자 팔아요.",치즈주는 로보트 7551368,02.22,41,1
155,"보리밭,해태조각상 사요!! 만지작도 환영이여!",마먕이트,02.21,105,5
156,머메이드 레시피/머메이드 세트 삽니다!,애플이광팬,02.21,57,0
157,돈다발 레시피 삽니다~ (거래 완,애플이광팬,02.21,112,1
158,복고양이 삽니다,똘똘이,02.21,56,0
159,구신템 만지작 구합니다,꿈에서본 트롤 2490,02.21,59,1
160,주민액자 구해요,뚜앙이네,02.21,102,0
161,패밀리 구해요,루비I나누리섬,02.21,31,1
162,"중간 곰인형, 작은 곰인형 구합니다[완]",fiora,02.21,64,1
163,(완)부옥이 달 레시피 팔아용,왓챠웃34,02.21,69,0
164,만지작 구합니다!! 🏕️ [완],d룰루랄라b,02.21,99,0
165,거룩한 조각 구해여...끄흙끄흙 ㅜㅜ(완),루비조아,02.21,78,0
166,돈다발 레시피 팝니다,치즈주는 로보트 7551368,02.21,69,1
167,(구함) 새 튜브 3000벨에 구해요,릿처드,02.21,46,1
168,(구함) 튜브 2000벨에 구해요,릿처드,02.21,30,1
169,초록낙엽 레시피 구해용,젤리,02.20,36,1
170,"낚시템, 해적템 삽니다",똘똘이,02.20,79,0
171,완)무트코인 개떡상 했는데 마일이랑 바꾸실 분,시베리아잘생김,02.20,207,0
172,돈다발 레시피 팔아용,도오오옹숲,02.20,85,0
173,떡밥 220개 팔아요,떡밥,02.20,72,0
174,돈다발 레시피 팔아요,금손 언데드 845,02.20,68,0
175,무 180벨 이상이신분,데굴데굴,02.20,35,0
176,떡밥 구해요ㅠㅠ,주린 주린의섬,02.20,72,0
177,채소랑 과일팔아요,주린 주린의섬,02.20,47,1
178,복숭아 체리 외 과일 얻고 싶어요,솔플잘하는 동생 4778,02.20,184,2
179,돈다발 레시피 팔아요,똘똘이,02.20,91,0
180,"복숭아, 체리, 배 교환해주실분 계신가요?ㅠ",신화속 누나 9484,02.19,60,1
181,떡밥 100개 20마일에 사가실분 ㅜㅜ,봉추,02.19,69,0
182,복숭아/체리 있으신분 ㅜㅜ,봉추,02.19,79,0
183,일반목제 2세트 4마일에 구합니다(거래 완),너굴은 8000시간 동린이,02.19,69,0
184,구합니다ㅠ,조개 침대,02.19,51,0
185,마일티켓거래,인방보는 AI 6383615,02.19,78,0
186,(끝)마일 진짜 급해요..ㅠㅠ,애플이는 사랑입니다,02.19,82,0
187,해적템 삽니다,똘똘이,02.19,145,2
188,사과 구합니다!!!,바쁜 공주 8225464,02.19,54,0
189,"과일,작물 교환 하실분",행복한 참외 2489497,02.19,63,0
190,사과 열매 구해요,시베리아잘생김,02.19,99,1
191,목재 구해요!,마먕이트,02.19,60,0
192,죠니템 팔아요,부지런한 만렙135,02.18,121,1
193,과일 구합니다ㅠㅠ.(사과),바쁜 공주 8225464,02.18,84,2
194,중복 레시피 팝니다!,부지런한 만렙135,02.18,80,0
195,떡밥구해요,미랑,02.18,58,0
196,과일 교환 원해요...,꿈꾸는 전사 5636002,02.18,55,0
197,완)돈다발레시피 30마일에 삽니다,개나리,02.18,57,0
198,과일 나눔 해주실분~~,새글글,02.18,89,0
199,팔아영ㅎ 액자가 짱 많아영ㅎ 일괄이영ㅎ,열렙 중인 입문자 281,02.18,174,1
200,돈다발 레시피 구해요🥹,웃고있는 키위 4442121,02.18,62,0
201,레시피 배우러 오세요[완],fiora,02.18,128,0
202,주민 나눔 이벤트 선착아님(마감),김데이비드,02.18,277,5
203,산리오? 옷 세트 구합니다.,구고마치킨,02.17,118,10
204,"마일 급구,,,,,,,,",부지런한 만렙135,02.17,125,0
205,(구함) 소박한 목제간판 1마일에 구해요,릿처드,02.17,73,0
206,(구함) 도서관 벽 1마일에 구해여,릿처드,02.17,41,0
207,(구함) 개집 1마일에 구해요,릿처드,02.17,43,0
208,떡밥팔아요,윤쩡,02.17,46,0
209,스피드나눔 )기본+희귀 꽃 모종 필요하신분 -완료,뚜앙이네,02.17,160,0
210,사과 관련 아이템 급구합니당 .ᐟ.ᐟ,큐룽,02.17,55,0
211,허수아비,이 구역의 초보 4170,02.16,62,0
212,주민액자 팔아여,부지런한 만렙135,02.16,80,1
213,재료 판매 합미다,부지런한 만렙135,02.16,56,1
214,과일 교환 원해용...,배고픈 휴먼 90401679356660825,02.16,80,0
215,검은장미 나눔,민경,02.16,33,0
216,검은장미 팝니다!,민경,02.16,27,0
217,떡밥 100개 팔아요 20마일,전국제패 만렙 짱맨,02.16,43,0
218,도마 혹은 도마 레시피 구해요!,반짝이는 선장 1643358,02.16,65,2
219,돈다발 레시피 구해요! [구했어요 감사합니다!],떡밥,02.16,82,1
220,떡밥구해요ㅜㅜ,인방보는 AI 6383615,02.16,51,1
221,돈다발 레시피 팝니다,치즈주는 로보트 7551368,02.16,101,0
222,떡밥 100개 팔아요,전설의 사령관 1094,02.16,43,1
223,가구 DIY 🛠️ ㅠㅠ,d룰루랄라b,02.15,106,1
224,시베리아 액자 판매합니다,고양이가왔섬가지마,02.15,27,2
225,"성문,성탑,중세의 거리,서부의 거리 만지작 구해요",젤리,02.15,83,1
226,과일나무 가져가세용 🍒🍎🍑🍊🍐 [완],d룰루랄라b,02.15,145,3
227,과일 [배] 벨이랑 교환 해주실 분..ㅠㅠ(완료),도도한 광전사 7921,02.15,90,0
228,마일 얻어서 한번더 올려봅니다,너굴은 8000시간 동린이,02.15,101,0
229,떡밥 구해요~~~,뚜앙이네,02.15,53,0
230,버섯원목 구해요,이 구역의 초보 4170,02.14,72,0
231,"(완)쭈니, 잭슨 액자 팝니당",구구단을외자,02.14,89,2
232,희귀버섯 팝니다,홍홍홍,02.14,40,1
233,돈다발 레시피 팝니다,홍홍홍,02.14,157,0
234,돈다발 레시피 삽니다,네이버최강 엘프 8909,02.14,77,1
235,초록낙엽 레시피 구합니다!!,이루어보자,02.14,27,0
236,포장과일 팔아요,부지런한 만렙135,02.14,44,0
237,"(완)성문,성탑,중세의거리 만지작 구해용",NST,02.14,135,2
238,(거래완료),몽지mongji,02.13,110,3
239,만지작 구합니다! 🏰 [완],d룰루랄라b,02.13,149,2
240,래시피 마니 팔아용ㅎ 일괄이에용ㅎ,열렙 중인 입문자 281,02.13,116,3
241,여깄는거 다 사요~~,섬꾸방금시작,02.13,187,0
242,버섯원목/버섯파티션/버섯램프 레시피 마일로 사요,몽지mongji,02.13,44,0
243,금광석 . 진주 팔아요,홍홍홍,02.13,86,0
244,(거래완료),몽지mongji,02.13,106,0
245,(거래완료),몽지mongji,02.13,90,0
246,아이템 레시피 구합니다,너굴은 8000시간 동린이,02.13,56,0
247,떡밥 100개 팔아용,돈다발,02.13,50,0
248,"성탑,성문,성벽,중세의 거리 삽니다",딸기맛오사쯔,02.12,90,0
249,보리밭 판매합니다 !!,큐룽,02.12,87,0
250,중세의거리(아이보리) 20개 삽니다,fiora,02.10,58,0
251,거거 4개 구합니다.,윤쩡,02.09,94,0
252,제발좀 가져가세요..무료입니다..ㅠㅠ(다 버렸어요),김데이비드,02.09,1054,4
253,중복레시피 팝니당,체원,02.09,101,0
254,complete~♥︎,티루 t i r u,02.09,109,1
255,보스터 사진 15마일에 팔아요,상추,02.09,79,0
256,중복 레시피 팔아요,체원,02.09,125,2
257,무값 491벨입니닷 선착 1명 입니닷 10분제한 있습니다,사람이에여,02.09,93,0
258,돈다발 레시피랑 떡밥 팔아요!,뗑컨혁,02.09,113,0
259,토용나눔!(한분만)(완),루비조아,02.09,74,0
260,포장과일 나눔,김데이비드,02.09,51,0
261,파란장미 완전 싸게 팔아요..,김데이비드,02.09,104,0
262,교배 장미 팔아요,김데이비드,02.09,48,0
263,레시피 무료나눔,해피도,02.09,125,3
264,"덩으로 가구,레시피 삽니다",연꽃,02.09,87,0
265,팔아주세요! 🧸,d룰루랄라b,02.08,155,2
266,"릴리, 퍼머거 액자 팔아요",상추,02.08,53,1
267,옷 나눔해요,김데이비드,02.08,67,2
268,사기꾼 ( 우진 )조심하세요,뚜앙이네,02.08,179,4
269,(완료)돈다발 레시피 구해요,네이버최강 사령관 7191,02.08,126,1
270,간이창고 구해요 (완료),유지니,02.08,72,1
271,포장과일(오렌지🍊)팔아요 !,금콩,02.08,53,1
272,"낙엽,초록낙엽 레시피 구해요ㅠㅠ",연꽃,02.08,29,1
273,돈다발레시피 필요하신분!! 판매합니당!‘,갖고싶은 전학생 1141,02.08,114,1
274,풀카탈 구/신 만지작 구해요,사냥하는 쿠키 3307875,02.08,66,0
275,완)떡밥 구해요!,즐겜중인 누나 48381704026158165,02.08,69,0
276,떡밥 팔아요(완),금손 형 5722,02.08,107,1
277,레시피 구해요.,이루어보자,02.08,74,1
278,포장과일 나눔해여,김데이비드,02.08,93,1
279,파란장미 가져가실분...(무료),김데이비드,02.08,140,2
280,순정패치 분양해요,날카로운 암살자 5288,02.08,20,0
281,초순정 스피카 25마일 분양,김데이비드,02.08,71,0
282,구합니다!,조개 침대,02.08,51,0
283,돈다발 레시피 삽니다,네이버최강 엘프 8909,02.07,77,5
284,초순정 스피카..분양합니당,김데이비드,02.07,32,1
285,창고처리용 중복레시피 판매해요!,쿠루미루쿠,02.07,231,0
286,섬에 넘쳐나듯이 불어나는 하이브리드 빨간장미와 금장미 검은장미를 판매합니다,워터플래그,02.07,63,0
287,스피카 돈다발 레시피랑 교환하실 분 구해욤!,찌릿찌릿,02.07,134,0
288,스피카분양. 얼음. 머메이드. 조개. 별조명 레시피사요 내용필,날카로운 암살자 5288,02.07,63,1
289,[완료] 액자 판매,페니실린을 이겼어,02.07,115,2
290,"목제스툴, 버섯원목 레시피 구해요 급해요ㅠㅜ",잡다한 재능 소유쟈,02.07,33,0
291,아무나.. 관심좀..(?,잡다한 재능 소유쟈,02.07,151,2
292,떡밥 220개 팔아요!,떡밥,02.07,57,0
293,모든 아이템 판매 및 원하시는 아이템 만지작 !! 세일 해용 :),잡다한 재능 소유쟈,02.07,72,2
294,성탑 만지작,B03,02.07,91,0
295,만지작 구합니다! [완],d룰루랄라b,02.07,165,2
296,오늘 저녁 무500이상 파트너? 구해요 (무파니97벨),뚜앙이네,02.07,57,0
297,케로케로케로피 복도의자 삽니다(10만벨),규리,02.06,123,2
298,벨로 마일 구해요,김데이비드,02.06,46,1
299,마일 구매합니다,하루,02.06,52,1
300,이정표 레시피 구해요ㅠ,조개 침대,02.06,55,0
301,부드러운 목재 3셋 구해요 급해용ㅠㅜㅜ,미루우,02.06,111,0
302,돈다발 레시피 원해용.......,찌릿찌릿,02.06,60,0
303,부드러운 목재 2셋 2덩에 파신다는분,잡다한 재능 소유쟈,02.06,29,0
304,버섯램프 레시피 구해요!,삐따기21,02.06,24,1
305,완)소박한목제간판 레시피 구해요,뚜앙이네,02.06,103,0
306,"문복이, 탁호 입양",김데이비드,02.06,50,0
307,(판완) 문복 분양 받으실분…,릿처드,02.06,61,0
308,서양식정자. 퍼걸러. 가로등(마일상점꺼)삽니다,라운지 초심자 a624273,02.06,48,3
309,레시피 판매해용!,가리비구이,02.05,86,1
310,돈다발레시피구해요,금손 수호신 7880,02.05,62,0
311,이정표 레시피 구합니다!,조개 침대,02.05,37,0
312,돈다발 레시피 구해요! [완],KiKi,02.05,115,0
313,일괄로 레시피 팔아영ㅎ,열렙 중인 입문자 281,02.05,100,1
314,별똥별 레시피 전부 구해요!!,삐따기21,02.05,63,1
315,이정표 레시피 삽니다!,조개 침대,02.05,62,0
316,"과일,포장과일 판매합니다",빕비붑,02.05,45,0
317,커다란 리본 빨간색 있으신 분,울타리나와라,02.05,68,0
318,떡밥 100개 팔아요(완),빕비붑,02.05,59,0
319,"(완)과일 (체리, 복숭아) 구합니다 ㅜㅜ",NST,02.05,93,1
320,떡밥 지금바로 삽니다,몽구,02.05,66,4
321,파란장미화관이나 리스 레시피 구함니다,김메기,02.04,47,3
322,팔아주세요! 🌿 [완],d룰루랄라b,02.04,203,0
323,(완)떡밥 100개 팝니당,나연두부,02.04,49,0
324,"단단한목재, 부드러운목재, 돌, 철광석, 점토 셋당 1마일 팔아여",김메기,02.04,90,3
325,보리밭 있으신분!,아이보,02.04,95,0
326,복숭아 사과 구해요! [완],조개 침대,02.04,84,2
327,[마감] 은방울꽃 1송이 = 1마일 판매,페니실린을 이겼어,02.04,128,0
328,체리 복숭아 구합니다,전설의 광전사 6093,02.04,58,0
329,파란장미 팝니당,우랭이,02.04,43,0
330,자연풍 가구 나눔 해주세요…ㅠ,연꽃,02.04,46,0
331,모든과일팔아요,빕비붑,02.04,62,1
332,떡밥100개 20마일티켓에 팔아요,전국제패 사령관 6569,02.04,21,0
333,(거래완료),몽지mongji,02.04,284,2
334,무파니 있으신분,김데이비드,02.04,68,0
335,"완) 과일 거래 (저 복숭아, 체리 있어요!)",즐겜중인 누나 48381704026158165,02.04,136,0
336,돈다발 노가다 하실분!!,김데이비드,02.04,53,0
337,마일 두번째 진행,페니실린을 이겼어,02.04,150,2
338,마일티켓 5개 팝니당,전국제패 사령관 6569,02.04,60,0
339,가든벤치 레시피 구합니다ㅠ,조개 침대,02.03,41,0
340,마일티켓10개 팔아요...,전국제패 사령관 6569,02.03,86,0
341,김데이비드님 !!,잡다한 재능 소유쟈,02.03,75,0
342,샹펜 액자 팝니다. (완료),구고마치킨,02.03,50,0
343,메이드복 사요,아이보,02.03,68,0
344,버섯 리스 레시피 필요하신분 ?? 나눔 해드려용,잡다한 재능 소유쟈,02.03,49,0
345,김데이비드님 !!,잡다한 재능 소유쟈,02.03,40,0
346,🍓베리🍓쇼핑몰 판매해요! 파격세일💕💕,잡다한 재능 소유쟈,02.03,51,2
347,"루비조아, 유지니님 옷 마디 완성됐어용💕",잡다한 재능 소유쟈,02.03,35,2
348,잡다한 재능 보유쟈님!,prisca,02.03,181,0
349,파란장미 팔아요,미으,02.03,52,0
350,완료)돈다발 레시피 30마일에 양도 받아요!,즐겜중인 누나 48381704026158165,02.03,72,0
351,마일 나눔 해주실분,홍홍홍,02.03,61,0
